NONE,UFSoL,UDFS,U2FS,SRCFS,SOGFS,SOCFS,RUFS,NDFS,LLCFS,Inf_FS2020,Inf_FS,FSASL,FMIUFS,CNAFS,jelsr_lle,GLSPFS,MICVIF,LS,MCFS,REFS,AutoSpearman,SPEC,CFS,XGBF,RFF
0.3476009182892682,0.31418861475037363,0.2944994359286206,0.24905358254525142,0.36121868948369973,0.33615241539493185,0.3495459629431425,0.2927516680410419,0.2971040477802197,0.3611734010272841,0.04990416344555373,-0.008022962515651632,0.4015075822503339,0.25901190882670555,0.22007690330121468,0.22810858850244534,0.35784297683696437,0.4156148024696832,0.4095615235271408,0.4153783475932577,0.08297925050355622,0.36792674985259954,0.2098618967068653,0.4138493657236043,0.37597111973429853,0.31823129597740946
0.3788831331335875,0.3993094400908315,0.2816289142519901,0.21495801946870846,0.366217908277151,0.3282443989132661,0.03559551331976077,0.2305306415242588,0.20775808514690772,0.33408223356144584,0.01596951610514342,-0.0013419466842854463,0.15608515020713246,0.25780185907740405,0.1747116860890958,0.13089018625378815,0.35783015413737823,0.37956476727956184,0.37043202851115814,0.40401973628974525,-0.03172159617125597,0.31030578326360336,0.1629939662269623,0.29362081604818624,0.5296486118668019,0.29610596992234584
0.3681859000412305,0.4460798313582423,0.29526701383784243,0.2844534214029142,0.48480464965429715,0.5462483765737031,0.20885695081938171,0.2663943286423029,0.20017030046590883,0.34991909897651824,-0.049348818110314954,-0.04001488433681845,0.3120383068035579,0.2600924567130299,0.2828346999519593,0.20116332613172896,0.2760260105109058,0.3958734386332852,0.3844985843655346,0.36160339807573905,-0.0939368726117442,0.39912559957353494,0.1240459784745957,0.4563507828367793,0.41779574582986456,0.2683099693472276
0.34247396529548074,0.2711633366427992,0.3215448651948828,0.3101691585588888,0.38271645714742974,0.44583304158724596,0.38413622946506804,0.3336242348687217,0.1900314240748297,0.3005289093754778,0.010018993136701087,-0.05011311142892706,0.328364058697101,0.24354970299080705,0.2393688498787277,0.24409738569850703,0.3146462512844323,0.39653334526274675,0.3665183009133192,0.3507997552236365,-0.001739385668733866,0.3719161380114424,0.15901833944340493,0.38271021915829045,0.0,0.0
0.3579236616682431,0.455223543595788,0.33735542869630175,0.05698868785335279,0.43900049159020743,0.35158864964694636,0.3257632359744875,0.2498406700957733,0.2652890318890208,0.3005571515994033,0.05606852942955936,0.025325397677970644,0.19798864683059703,0.25048058161094766,0.21833207199619353,0.23094545147064413,0.3354217680163376,0.3616037856834208,0.3965640544549461,0.4525163198350789,0.09831341457241792,0.3436598810577952,0.16994504323100007,0.40019453305063635,0.502571922820685,0.5437616149088269
0.3955404784585951,0.390235445769311,0.27139594070243184,0.22644712052104635,0.38355111409369336,0.24304087573743774,0.30989567098981513,0.34580273809493695,-0.0032382177229798156,0.2887731869788022,0.029441145083332607,0.010712147357486204,0.25399233215862105,0.31219514092674006,0.10078345516428891,0.30802691284618994,0.30376157819225025,0.4069304675266328,0.35875747869252517,0.2891754144866401,-0.045735826438158586,0.3539561254457466,0.08496523366110739,0.5322976197177286,0.37956746587952067,0.0
0.3585340573772316,0.24553846906316065,0.3172166539481301,0.18418128173636153,0.35012279127570045,0.3972857247974978,0.3086719521407565,0.3203494617472069,0.2446495866442262,0.3098157273092328,0.0549966744738567,0.0549966744738567,0.2829434539279939,0.2565083360367871,0.3579372079027403,0.020338237561248872,0.29419519478887723,0.38559986846594857,0.3577041128277718,0.3817692560208853,0.10226419725966118,0.3773738828028913,0.17196044826265955,0.4050171918321619,0.5220259597224232,0.17846159547730134
0.2829362229800079,0.42749091207270296,0.30233251135299927,0.1693181460005066,0.33502447770810073,0.22334981879149873,0.29361538782969887,0.22554271737346945,0.3285478207243591,0.24993115359294596,0.004985610512670036,0.03874462889780563,0.32391624836397986,0.2230744172388329,0.3216296706660838,0.03181356334293704,0.2942891945949221,0.3626400122144865,0.33013561287088916,0.2597876518736531,-0.06298608579667152,0.3422110989461125,0.057542640846647765,0.4763880425612393,0.5257533753852969,0.35917784420138854
0.3451600906435543,0.4770276160437392,0.5333450385450812,0.3624299889150961,0.334996322913551,0.302688814682548,0.3836740815320107,0.1652344679348564,0.23881681106103964,0.33227608900751043,0.12044047957916731,0.09786456989598263,0.2564085872702165,0.2558394389183079,0.11952998293991646,0.37867565753429117,0.3360468946340226,0.37683480101420597,0.4065482535819752,0.31723412046234106,0.1709151577215349,0.2909455101389583,0.12713792318250314,0.30211098655856805,0.48587610914609397,0.36518033476383766
0.3712053884563867,0.33279932646158283,0.29223967876835055,0.2229900810311005,0.4464530968217822,0.40476273578013255,0.08628884861556554,0.2004942790037106,0.2748905143745448,0.31193961572984474,0.014873649031897775,-0.0010361450020075014,0.12140779845036788,0.28766608521212234,0.17227729861514265,0.27226570233653763,0.31661932472336285,0.39557783688148257,0.3886847675255942,0.28534014350615644,-0.0348346416433636,0.3209981977527915,0.11318690164065845,0.3962950605298057,0.5125758417723387,0.41835517522275983
