nan,nan,nan,nan,-3.984063745019916672e-04,nan,nan,nan,nan,nan,1.992031872509958390e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.346613545816730373e-02,-3.107569721115534950e-02,-2.868525896414340220e-02,-1.513944223107568411e-02,-2.191235059760954229e-02,nan,nan,0.000000000000000000e+00,nan,-3.147410358565734534e-02,-1.593625498007966669e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.408817635270545141e-03,nan,nan,-1.322645290581163716e-02,nan,-1.202404809619239722e-03,-1.963927855711424669e-02,nan,nan,-2.004008016032066131e-03,nan,nan,-1.402805611222446291e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.563126252505011443e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.615230460921851643e-03,nan,nan,nan,nan,0.000000000000000000e+00,nan,1.042084168336674353e-02,nan
nan,nan,nan,nan,5.360824742268022365e-03,nan,nan,nan,nan,nan,nan,nan,nan,-3.051546391752577719e-02,nan,nan,-3.010309278350515802e-02,nan,nan,nan,nan,nan,nan,nan,nan,-2.061855670103094479e-02,nan,nan,nan,nan,-1.237113402061851275e-02,-4.123711340206170917e-03,nan,nan,nan,-1.814432989690719505e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.608247422680415470e-02,1.855670103092783504e-02,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan
nan,nan,-1.948310139165014901e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.976143141152466360e-04,nan,nan,nan,nan,nan,7.952286282305598419e-04,-1.749502982107362797e-02,nan,nan,nan,-1.630218687872768760e-02,-1.312127236580520363e-02,nan,nan,-2.147117296222669086e-02,-1.908548707753483439e-02,-1.391650099403582939e-02,nan,-3.976143141153354321e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.442885771543087579e-02,nan,nan,nan,nan,nan,1.322645290581163716e-02,nan,nan,nan,-1.202404809619239678e-02,nan,-6.813627254509025018e-03,nan,-8.416833667334677402e-03,-1.002004008016033065e-02,nan,-8.817635270541090281e-03,nan,1.362725450901805004e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7.615230460921851643e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan
-1.267326732673268452e-02,nan,nan,nan,-4.752475247524756696e-03,-8.316831683168324219e-03,nan,nan,nan,nan,nan,nan,nan,-2.811881188118814379e-02,nan,nan,-3.009900990099012574e-02,nan,nan,3.960396039603963914e-04,nan,nan,-1.346534653465347731e-02,nan,nan,nan,nan,nan,nan,nan,nan,-1.663366336633664844e-02,nan,nan,nan,-2.613861386138616183e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.292929292929299000e-02,nan,nan,-1.292929292929299000e-02,-1.414141414141416656e-02,nan,nan,nan,nan,-4.040404040404510402e-04,nan,nan,nan,nan,nan,nan,nan,nan,-6.060606060606099632e-03,nan,nan,nan,-1.373737373737380328e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.858585858585866044e-02,-1.292929292929301255e-02,nan,nan,nan,nan,nan,nan,-2.828282828282890730e-03,nan,nan,nan,nan,nan,nan,8.080808080807467143e-04,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.479452054794475488e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.913894324853184510e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.643835616438356004e-02,-2.191780821917812400e-02,-1.722113502935422938e-02,nan,nan,1.526418786692758031e-02,nan,0.000000000000000000e+00,-3.913894324853251297e-03,-2.113502935420747894e-02,-7.827788649706679319e-04
nan,nan,nan,nan,-1.169590643274842547e-03,nan,nan,-1.520467836257306457e-02,nan,nan,nan,nan,nan,-2.027290448343077589e-02,nan,nan,-2.066276803118904937e-02,-1.754385964912277135e-02,nan,-1.559454191033116024e-03,5.068226120857754688e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.949317738791456287e-03,nan,nan,nan,-1.871345029239766117e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan
-1.593625498007977814e-02,nan,nan,nan,7.569721115537842056e-03,nan,nan,nan,nan,nan,-4.780876494024010812e-03,nan,nan,nan,nan,nan,-2.549800796812757772e-02,-3.904382470119529408e-02,nan,nan,nan,nan,-1.713147410358575179e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.071713147410367967e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.984063745019927882e-02,-3.266932270916343001e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan
-7.243460764587572251e-03,nan,nan,nan,3.621730382293719772e-03,nan,nan,nan,nan,nan,7.243460764587506331e-03,nan,nan,nan,nan,4.426559356136739072e-03,-8.853118712273677637e-03,nan,nan,nan,nan,nan,-7.243460764587550567e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.012072434607703290e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.231388329979935747e-03,-4.828973843058382079e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan
3.339731285988480763e-02,nan,1.381957773512472107e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.919385796545069935e-03,nan,3.301343570057579946e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.677543186180412881e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.765834932821495201e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.915547024952015231e-02,nan,nan,nan,4.683301343570056563e-02,6.103646833013429834e-02,nan,4.760076775431860974e-02,nan
-1.169590643274820430e-03,nan,nan,nan,4.756335282651073804e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.130604288499021878e-02,nan,1.520467836257313222e-02,nan,nan,nan,nan,nan,3.547758284600392720e-02,nan,nan,nan,nan,nan,nan,nan,1.559454191033160476e-03,6.237816764132575117e-03,nan,nan,nan,-3.898635477582512504e-04,nan,nan,nan,nan,nan,nan,3.625730994152050191e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.976608187134502564e-02,nan,nan,nan
