NONE,UFSoL,UDFS,U2FS,SRCFS,SOGFS,SOCFS,RUFS,NDFS,LLCFS,Inf_FS2020,Inf_FS,FSASL,FMIUFS,CNAFS,jelsr_lle,GLSPFS,MICVIF,LS,MCFS,REFS,AutoSpearman,SPEC,CFS,XGBF,RFF
0.0,0.0,0.07304785894206549,0.06842105263157895,0.0,0.0,0.0794044665012407,0.07304785894206549,0.07901234567901234,0.07435897435897436,0.09235668789808917,0.0926517571884984,0.07219251336898395,0.07673267326732673,1.0,0.07317073170731707,0.08157894736842106,0.0,0.07105263157894737,0.07377049180327869,0.06837606837606838,0.06784660766961652,0.0679886685552408,0.0,0.0,0.06818181818181818
0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.08423913043478261,0.08423913043478261,0.0,0.1320754716981132,0.038461538461538464,0.0,0.0,0.08222811671087533,0.07961783439490445,0.0,0.0,0.0783289817232376,0.07444168734491315,0.09665427509293681,0.08605341246290801,0.08192090395480225,0.07804878048780488,0.07901234567901234,0.08010335917312661
0.05234159779614325,0.05303030303030303,0.05384615384615385,0.042134831460674156,0.05221932114882506,0.0546448087431694,0.054187192118226604,0.05221932114882506,0.05221932114882506,0.052763819095477386,0.045714285714285714,0.0,0.06209150326797386,0.03669724770642202,0.056555269922879174,0.03773584905660377,0.05181347150259067,0.0,0.0,0.07848101265822785,1.0,0.0,0.0,0.0,0.0,1.0
0.06353591160220995,0.0,0.08076009501187649,0.0,0.08076009501187649,0.0,0.0,0.0,0.08133971291866028,0.0,0.081145584725537,0.0,0.0,0.07635467980295567,0.0,0.0,0.085,0.0,0.06486486486486487,0.06451612903225806,0.06284153005464481,0.060240963855421686,0.0672782874617737,0.06053268765133172,0.06053268765133172,0.0
0.06551724137931035,0.07258064516129033,0.06615776081424936,0.06835443037974684,0.06585365853658537,0.06970509383378017,0.06596306068601583,0.0,0.06666666666666667,0.06870229007633588,0.07008086253369272,0.07008086253369272,0.06585365853658537,0.06182795698924731,0.06835443037974684,0.06951871657754011,0.0,0.0,0.07880434782608696,0.07880434782608696,0.07391304347826087,0.07225433526011561,0.07062146892655367,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.07235142118863049,0.0,0.0,0.0,0.06914893617021277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.07161125319693094,0.0,0.0,0.0,0.0,0.08146067415730338,0.07837837837837838,0.0,0.0,0.0,0.0,0.06963788300835655,0.07795698924731183,0.0707070707070707,0.08146067415730338,0.0,0.0,0.0,0.0,0.0,0.10697674418604651,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.051094890510948905,0.0,0.05172413793103448,0.05172413793103448,0.0,0.0,0.058997050147492625,0.0,0.04938271604938271,0.04461942257217848,0.04507042253521127,0.05526315789473684,0.050239234449760764,0.08226221079691516,0.0,0.0,0.0,0.0,0.08173076923076923,0.0,0.08173076923076923
0.07673860911270983,0.082010582010582,0.0,0.08146067415730338,0.0,0.0794044665012407,0.0,0.0,0.10869565217391304,0.0,0.04950495049504951,0.0,0.0,0.0,0.0,0.07967032967032966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07451923076923077,0.06744868035190615,0.0,0.07407407407407407,0.0,0.0,0.07304785894206549,0.0,0.0,0.0744047619047619,0.0,0.0,0.0,0.07334963325183375,0.0,0.0,0.0,0.07876712328767123,1.0,1.0,0.08185053380782918,1.0,1.0,1.0,1.0,1.0
