NONE,UFSoL,UDFS,U2FS,SRCFS,SOGFS,SOCFS,RUFS,NDFS,LLCFS,Inf_FS2020,Inf_FS,FSASL,FMIUFS,CNAFS,jelsr_lle,GLSPFS,MICVIF,LS,MCFS,REFS,AutoSpearman,SPEC,CFS,XGBF,RFF
0.2591362126245847,0.3673469387755102,0.393103448275862,0.33986928104575165,0.326530612244898,0.2636363636363636,0.41441441441441446,0.38571428571428573,0.31232876712328766,0.401673640167364,0.07079646017699116,0.07079646017699116,0.3,0.3380281690140845,0.19580419580419578,0.2775800711743772,0.3362068965517241,0.1986754966887417,0.3652173913043478,0.2577565632458234,0.1861861861861862,0.13753581661891115,0.23664122137404575,0.38400000000000006,0.38016528925619836,0.37499999999999994
0.2411764705882353,0.3416666666666667,0.3333333333333333,0.23940149625935161,0.22504537205081668,0.4052863436123348,0.2265625,0.2871046228710462,0.09937888198757765,0.3374485596707819,0.11594202898550722,0.11594202898550722,0.359375,0.2118380062305296,0.3928571428571428,0.20447284345047922,0.3108108108108108,0.32051282051282054,0.2693877551020408,0.3050847457627119,0.09798270893371758,0.24505928853754938,0.26,0.2517482517482518,0.28793774319066145,0.08928571428571429
0.2552083333333333,0.3582089552238806,0.2967741935483871,0.2328767123287671,0.27325581395348836,0.3116883116883117,0.26717557251908397,0.2658227848101266,0.3571428571428571,0.3278688524590164,0.13333333333333336,0.24422442244224424,0.23564954682779454,0.25913621262458475,0.282442748091603,0.0,0.25,0.23888888888888887,0.35766423357664234,0.36559139784946243,0.22485207100591717,0.3272727272727273,0.2328767123287671,0.35507246376811596,0.10112359550561797,0.08547008547008547
0.25545171339563866,0.29220779220779225,0.29464285714285715,0.2779661016949152,0.0,0.36909871244635195,0.3310344827586207,0.35593220338983045,0.19939577039274925,0.24817518248175183,0.0,0.0,0.2709163346613546,0.24000000000000002,0.25249169435215946,0.22077922077922077,0.2654867256637168,0.2857142857142857,0.38267148014440433,0.13333333333333333,0.060869565217391314,0.2638888888888889,0.3237410071942446,0.3758865248226951,0.09090909090909091,0.12631578947368421
0.27906976744186046,0.24539877300613497,0.33035714285714285,0.2656826568265682,0.3089430894308943,0.35833333333333334,0.2513089005235602,0.2493368700265252,0.27986348122866894,0.16216216216216214,0.0392156862745098,0.0392156862745098,0.3271375464684015,0.25705329153605017,0.26666666666666666,0.24096385542168675,0.3036649214659686,0.15859030837004404,0.3317535545023697,0.3235294117647059,0.30962343096234307,0.3045267489711934,0.2972972972972973,0.36666666666666664,0.2538071065989848,0.3514644351464435
0.242603550295858,0.20224719101123595,0.3286384976525822,0.1721311475409836,0.19082568807339448,0.26294820717131473,0.2421875,0.2388059701492537,0.2526881720430108,0.29059829059829057,0.08695652173913043,0.08695652173913043,0.2692307692307692,0.29965156794425085,0.26666666666666666,0.25573770491803277,0.22093023255813957,0.2469135802469136,0.31441048034934493,0.2421875,0.1975308641975309,0.13455657492354742,0.24347826086956517,0.19333333333333336,0.3232323232323232,0.3
0.2825484764542936,0.3818181818181818,0.3571428571428571,0.17765042979942694,0.2831325301204819,0.3737373737373737,0.28695652173913044,0.29940119760479045,0.28412256267409475,0.3157894736842105,0.10526315789473682,0.10526315789473682,0.28307692307692306,0.3534136546184739,0.2803030303030303,0.3397683397683398,0.27791563275434245,0.23170731707317072,0.3179916317991632,0.3132530120481928,0.11458333333333334,0.1691842900302115,0.18292682926829268,0.358974358974359,0.3070539419087137,0.12266666666666667
0.24913494809688586,0.31976744186046513,0.23478260869565218,0.29787234042553185,0.2753246753246753,0.4291497975708502,0.0,0.40637450199203184,0.29943502824858753,0.2773722627737226,0.3346303501945525,0.06829268292682927,0.19726027397260273,0.32601880877742945,0.21399176954732507,0.2663043478260869,0.3362068965517241,0.3076923076923077,0.3317972350230415,0.2732919254658385,0.04878048780487805,0.2986111111111111,0.3007518796992481,0.2356164383561644,0.3583333333333334,0.06818181818181819
0.15723270440251572,0.2885572139303483,0.2918454935622318,0.13148788927335642,0.21869488536155202,0.38571428571428573,0.2222222222222222,0.3781512605042017,0.183206106870229,0.24218749999999997,0.16080402010050251,0.16080402010050251,0.2972972972972973,0.3552123552123552,0.21869488536155202,0.3307692307692308,0.2018348623853211,0.28834355828220865,0.3548387096774194,0.2878787878787879,0.018348623853211007,0.33793103448275863,0.2993197278911564,0.34615384615384615,0.33333333333333337,0.10382513661202185
0.29787234042553185,0.2695035460992908,0.463768115942029,0.27710843373493976,0.21176470588235294,0.37719298245614036,0.2580645161290323,0.3774834437086093,0.3053435114503817,0.2555066079295154,0.30317848410757947,0.0,0.2596685082872928,0.31419939577039274,0.336996336996337,0.01951219512195122,0.14886731391585759,0.2798833819241982,0.31386861313868614,0.29962546816479396,0.1038961038961039,0.28673835125448033,0.23145400593471813,0.09345794392523364,0.2965779467680608,0.2884012539184953
0.29223744292237447,0.1933534743202417,0.29718875502008035,0.1242603550295858,0.0,0.3275862068965517,0.1935483870967742,0.27237354085603116,0.35294117647058826,0.19298245614035087,0.36,0.0,0.27760252365930593,0.29605263157894735,0.27272727272727276,0.2389937106918239,0.19081272084805653,0.30824372759856633,0.3701298701298701,0.3741935483870968,0.02830188679245283,0.23976608187134502,0.3155080213903743,0.36874999999999997,0.3359375,0.34328358208955223
0.3548387096774194,0.27638190954773867,0.33139534883720934,0.26455026455026454,0.2765273311897107,0.3333333333333333,0.19157088122605367,0.32452830188679244,0.30714285714285716,0.26495726495726496,0.13731343283582093,0.14168937329700274,0.29304029304029305,0.308300395256917,0.25396825396825395,0.4166666666666667,0.27571115973741794,0.2832369942196532,0.2888888888888889,0.22660098522167482,0.13818181818181818,0.23003194888178913,0.27272727272727276,0.3230240549828179,0.32352941176470584,0.04456824512534818
0.23076923076923078,0.19733333333333336,0.0,0.22602739726027402,0.18840579710144925,0.3453815261044177,0.2605633802816902,0.052356020942408384,0.2565789473684211,0.1984126984126984,0.22760290556900728,0.22760290556900728,0.3305785123966942,0.27272727272727276,0.24277456647398843,0.25333333333333335,0.28125,0.2619808306709265,0.2869565217391304,0.30573248407643316,0.08219178082191782,0.2578397212543554,0.21288515406162464,0.3571428571428572,0.057971014492753624,0.3218390804597701
0.304812834224599,0.3284671532846715,0.0,0.3490909090909091,0.4140625,0.4,0.31690140845070425,0.3540983606557377,0.3862660944206009,0.2988505747126437,0.06477732793522269,0.07017543859649122,0.33789954337899547,0.3333333333333333,0.29042904290429045,0.27108433734939763,0.3070866141732283,0.158311345646438,0.40476190476190477,0.32919254658385094,0.11673151750972761,0.21985815602836878,0.2558139534883721,0.38636363636363635,0.38427947598253276,0.3904382470119522
0.3172413793103448,0.273972602739726,0.3277591973244147,0.2758620689655173,0.0,0.3636363636363636,0.272,0.26285714285714284,0.2137404580152672,0.2329317269076305,0.031578947368421054,0.031578947368421054,0.37554585152838427,0.14482758620689656,0.20983606557377046,0.2535211267605634,0.25125628140703515,0.1259259259259259,0.30128205128205127,0.3478260869565218,0.23529411764705882,0.19594594594594592,0.15974440894568692,0.32876712328767116,0.11081794195250659,0.09782608695652174
