11,7,51,44,48,38,35,21,6,39
22,38,15,52,44,1,54,40,2,35
41,59,12,5,47,15,63,51,61,6
54,47,20,45,44,63,35,51,42,40
46,52,65,4,5,38,45,1,35,63
40,63,46,53,6,43,56,55,38,30
52,51,62,21,12,9,63,40,45,65
47,40,11,37,7,23,29,22,38,53
12,51,47,50,46,20,61,11,63,58
48,43,13,12,44,63,56,55,22,51
61,39,45,1,44,6,33,52,11,12
39,43,48,58,40,20,21,7,64,57
5,52,35,15,63,21,48,45,65,37
58,61,42,21,41,35,12,6,46,15
46,65,4,35,59,58,51,11,47,61
63,39,49,20,58,9,33,7,53,48
6,65,46,35,12,61,54,60,41,58
42,35,4,5,52,30,2,36,23,12
6,64,57,1,11,61,48,38,60,65
52,48,6,30,4,46,37,20,39,51
38,42,43,59,30,6,60,4,21,54
33,65,9,22,52,4,54,37,38,15
46,6,44,60,33,13,48,47,11,65
38,12,59,61,58,11,20,62,53,7
35,2,13,43,6,41,42,21,11,39
15,1,5,48,60,63,7,44,49,46
65,61,2,16,30,5,10,60,13,38
52,43,39,63,65,42,34,40,62,6
41,42,56,55,15,51,43,49,5,50
52,51,39,42,21,53,44,30,13,54
40,54,39,53,50,49,51,6,16,56
51,7,47,46,62,45,15,48,23,60
21,41,45,16,43,1,61,48,53,46
37,42,38,12,9,55,56,1,21,20
22,63,30,51,60,46,10,41,42,2
13,60,52,5,39,33,41,64,57,44
51,35,65,30,11,20,43,38,1,50
38,53,16,20,63,15,59,13,39,45
6,46,37,62,11,60,64,57,12,65
54,65,5,43,40,51,60,47,41,44
41,59,52,15,20,4,58,23,47,5
60,41,1,22,52,42,15,62,6,58
7,51,40,38,11,15,5,20,46,41
35,54,63,52,12,39,15,11,42,30
39,61,46,12,62,48,33,63,53,13
40,54,30,9,5,1,22,33,15,21
21,58,41,38,12,4,39,52,11,50
46,58,21,1,42,7,65,35,64,57
63,20,58,46,65,61,44,12,21,62
21,51,40,61,43,33,39,64,57,54
45,48,51,20,52,35,30,40,47,61
30,51,5,56,55,35,1,7,47,21
35,7,20,45,65,41,15,21,13,22
40,62,65,61,64,57,47,5,43,33
12,7,30,54,43,38,20,45,22,6
54,45,12,64,57,1,48,7,47,16
59,38,6,62,50,39,7,30,58,11
61,53,64,57,20,15,5,65,30,45
40,54,61,65,60,42,13,9,38,52
16,12,30,65,35,54,47,4,40,7
39,38,52,65,6,43,35,21,54,45
54,63,51,12,52,35,48,20,40,49
52,53,35,41,48,21,30,38,65,6
2,39,52,10,63,13,38,30,11,15
12,6,33,35,1,44,9,15,39,5
65,61,52,15,35,53,48,6,2,37
4,35,21,40,29,22,15,38,19,5
5,12,41,47,35,40,59,1,48,20
58,46,7,52,43,45,64,61,38,57
35,60,30,9,65,48,2,53,52,62
21,15,63,7,41,33,40,51,61,38
11,35,47,52,1,2,15,39,65,42
61,43,20,52,1,16,45,53,6,44
39,40,63,20,44,38,35,54,13,47
43,65,30,22,12,46,54,63,37,1
61,47,39,51,48,7,49,2,60,63
30,61,48,51,44,60,22,9,12,6
40,51,43,46,22,60,44,15,30,5
11,60,21,20,43,47,38,39,7,63
54,46,5,51,39,15,20,30,33,62
13,38,37,4,35,63,9,65,31,5
12,45,53,62,63,65,44,37,22,60
30,51,22,41,65,46,2,53,52,42
61,46,7,5,62,2,19,52,47,53
43,45,2,61,12,42,44,53,10,63
63,35,33,20,61,48,43,15,56,55
33,63,42,39,30,43,40,37,60,48
52,48,65,7,54,35,60,12,30,51
62,45,63,12,42,35,60,64,48,6
5,42,47,39,62,9,12,51,40,64
6,15,52,40,12,13,65,39,64,57
51,35,2,11,1,59,7,30,10,61
39,12,6,46,15,47,57,64,56,42
52,38,42,33,65,16,54,41,59,37
54,1,15,46,21,51,47,13,39,59
38,21,35,54,51,30,60,9,65,47
48,54,30,65,13,11,47,9,38,6
45,21,39,35,6,62,47,40,54,22
53,40,44,45,54,35,6,37,42,62
41,11,62,44,48,6,30,16,65,51
