14,30,36,17,26,23,5,54,9,50
14,37,26,30,13,9,17,23,8,36
30,10,12,26,8,15,22,54,60,28
14,23,36,17,30,26,8,4,33,20
14,30,59,26,36,23,15,17,8,2
30,17,23,15,4,33,36,2,12,14
26,30,17,36,2,23,10,18,12,49
30,59,4,40,33,37,15,14,6,26
30,26,17,23,14,62,15,36,8,2
14,23,36,26,17,8,50,59,35,49
30,17,26,23,15,33,4,12,5,36
63,23,38,30,31,14,26,60,5,17
30,17,40,23,4,15,14,33,26,12
30,37,26,8,22,2,13,17,14,23
17,30,40,36,23,49,28,51,50,14
14,17,36,30,26,23,8,28,20,24
14,30,17,23,36,4,26,20,33,5
30,5,26,2,15,43,40,44,12,51
30,17,26,2,15,19,23,14,54,12
14,62,26,36,30,17,23,20,11,15
30,14,10,15,36,12,19,23,31,26
14,30,17,36,23,26,37,13,4,33
14,26,30,40,17,23,8,25,36,37
59,30,14,26,58,15,17,36,54,8
59,30,5,12,51,16,58,43,54,23
14,26,8,30,23,18,36,25,28,10
30,15,8,23,9,13,36,12,17,26
17,30,49,50,23,36,26,10,12,14
30,26,17,23,15,59,44,2,10,36
14,62,30,17,23,36,26,4,13,9
30,17,14,23,26,18,28,8,15,25
30,23,14,12,2,17,54,15,5,26
17,30,36,23,4,33,26,14,13,8
30,4,33,15,23,17,36,2,13,26
30,9,17,4,33,13,36,15,23,14
30,17,14,23,8,36,49,50,10,12
30,17,26,15,2,23,14,36,53,54
30,2,10,26,15,14,17,54,31,4
30,17,36,4,2,33,23,9,15,18
14,23,17,30,36,9,13,20,10,1
30,26,37,17,13,33,22,4,24,12
14,8,17,36,30,23,18,26,33,4
14,30,26,17,36,23,20,2,21,12
59,14,30,17,23,26,10,36,15,37
59,40,30,14,37,24,23,36,26,15
30,49,50,26,23,8,14,28,2,15
26,8,25,53,6,61,51,14,13,54
63,38,39,48,47,37,60,53,46,52
14,17,36,30,26,13,23,9,11,5
37,13,51,35,49,53,9,50,48,6
30,17,23,14,54,36,26,8,15,19
26,30,40,23,8,5,15,6,18,31
30,10,2,13,9,15,50,49,19,12
30,13,15,9,12,19,2,51,10,29
40,26,30,14,5,53,8,6,52,15
30,26,10,5,2,8,14,15,23,12
30,8,15,2,4,36,12,22,26,49
14,17,36,23,49,50,30,26,5,8
30,22,14,9,15,26,10,12,37,2
30,36,10,8,15,12,3,17,19,34
37,9,14,30,36,4,43,50,33,49
30,14,26,5,15,9,2,44,31,12
14,30,26,23,10,62,12,36,2,9
30,14,17,36,15,4,13,9,26,10
30,17,4,33,23,26,13,36,37,22
30,14,17,23,9,12,10,15,13,54
30,26,15,9,13,12,19,10,2,17
30,17,26,13,2,9,36,23,15,10
59,30,17,4,33,14,36,25,23,8
30,17,13,9,14,36,23,2,15,12
62,26,30,9,13,17,36,15,10,14
30,26,15,34,2,12,14,35,27,5
13,9,6,53,37,51,35,50,48,49
40,30,15,12,19,10,24,8,43,31
40,30,2,10,12,24,26,49,13,15
5,30,14,26,34,10,43,3,15,29
30,17,23,13,9,12,15,36,10,33
14,23,17,30,36,26,8,20,9,15
14,17,36,30,51,28,15,2,54,11
30,17,23,49,36,2,15,10,50,14
26,30,17,10,14,49,2,50,23,13
14,30,37,17,23,9,36,26,8,22
59,14,30,40,23,5,26,51,54,58
30,17,23,14,26,36,12,19,20,53
26,14,37,9,58,13,23,59,35,17
30,15,51,17,2,36,5,23,21,54
14,23,17,36,26,30,25,5,18,11
59,30,15,17,12,26,23,14,37,19
30,40,15,62,26,13,9,2,17,19
30,36,23,14,17,8,10,12,25,15
30,26,27,23,44,18,15,5,40,2
14,30,17,54,9,13,36,23,10,15
30,17,23,14,36,8,15,10,12,19
30,26,37,13,17,36,15,6,14,24
14,30,23,36,17,9,13,37,33,4
59,17,30,23,14,36,26,10,62,58
23,30,14,17,9,13,49,50,54,8
17,23,30,49,50,14,36,20,26,15
30,17,14,36,18,2,15,10,8,19
30,26,14,17,15,13,23,36,19,9
